Timestamp_Beijing,HR,GSR,HR_Baseline,GSR_Baseline
'2026-03-19 16:35:24,75,352,70.69673295,309.1796875
'2026-03-19 16:35:24,75,350,,
'2026-03-19 16:35:24,75,353,,
'2026-03-19 16:35:24,75,350,,
'2026-03-19 16:35:24,75,349,,
'2026-03-19 16:35:25,75,347,,
'2026-03-19 16:35:25,74,347,,
'2026-03-19 16:35:25,74,347,,
'2026-03-19 16:35:25,74,345,,
'2026-03-19 16:35:25,74,345,,
'2026-03-19 16:35:26,73,346,,
'2026-03-19 16:35:26,73,347,,
'2026-03-19 16:35:26,73,345,,
'2026-03-19 16:35:26,73,345,,
'2026-03-19 16:35:26,73,341,,
'2026-03-19 16:35:27,73,340,,
'2026-03-19 16:35:27,73,335,,
'2026-03-19 16:35:27,73,333,,
'2026-03-19 16:35:27,73,333,,
'2026-03-19 16:35:27,73,338,,
'2026-03-19 16:35:28,73,337,,
'2026-03-19 16:35:28,73,336,,
'2026-03-19 16:35:28,73,337,,
'2026-03-19 16:35:28,72,340,,
'2026-03-19 16:35:29,72,339,,
'2026-03-19 16:35:29,72,340,,
'2026-03-19 16:35:29,72,341,,
'2026-03-19 16:35:29,71,347,,
'2026-03-19 16:35:29,71,346,,
'2026-03-19 16:35:30,71,344,,
'2026-03-19 16:35:30,71,344,,
'2026-03-19 16:35:30,71,346,,
'2026-03-19 16:35:30,70,353,,
'2026-03-19 16:35:30,70,348,,
'2026-03-19 16:35:31,70,347,,
'2026-03-19 16:35:31,70,347,,
'2026-03-19 16:35:31,70,352,,
'2026-03-19 16:35:31,70,347,,
'2026-03-19 16:35:31,70,347,,
'2026-03-19 16:35:32,70,348,,
'2026-03-19 16:35:32,69,350,,
'2026-03-19 16:35:32,69,350,,
'2026-03-19 16:35:32,69,347,,
'2026-03-19 16:35:32,69,346,,
'2026-03-19 16:35:33,68,346,,
'2026-03-19 16:35:33,68,352,,
'2026-03-19 16:35:33,68,346,,
'2026-03-19 16:35:33,68,344,,
'2026-03-19 16:35:33,68,341,,
'2026-03-19 16:35:34,68,349,,
'2026-03-19 16:35:34,68,343,,
'2026-03-19 16:35:34,68,338,,
'2026-03-19 16:35:34,70,338,,
'2026-03-19 16:35:34,70,339,,
'2026-03-19 16:35:35,70,335,,
'2026-03-19 16:35:35,70,335,,
'2026-03-19 16:35:35,70,342,,
'2026-03-19 16:35:35,70,336,,
'2026-03-19 16:35:36,70,335,,
'2026-03-19 16:35:36,71,335,,
'2026-03-19 16:35:36,71,342,,
'2026-03-19 16:35:36,71,339,,
'2026-03-19 16:35:36,71,337,,
'2026-03-19 16:35:37,71,338,,
'2026-03-19 16:35:37,71,341,,
'2026-03-19 16:35:37,71,337,,
'2026-03-19 16:35:37,71,337,,
'2026-03-19 16:35:37,72,340,,
'2026-03-19 16:35:38,72,343,,
'2026-03-19 16:35:38,72,338,,
'2026-03-19 16:35:38,72,336,,
'2026-03-19 16:35:38,72,337,,
'2026-03-19 16:35:38,73,343,,
'2026-03-19 16:35:39,73,336,,
'2026-03-19 16:35:39,73,336,,
'2026-03-19 16:35:39,73,335,,
'2026-03-19 16:35:39,72,340,,
'2026-03-19 16:35:39,72,340,,
'2026-03-19 16:35:40,72,336,,
'2026-03-19 16:35:40,72,336,,
'2026-03-19 16:35:40,72,336,,
'2026-03-19 16:35:40,72,342,,
'2026-03-19 16:35:40,72,340,,
'2026-03-19 16:35:41,72,338,,
'2026-03-19 16:35:41,72,336,,
'2026-03-19 16:35:41,72,345,,
'2026-03-19 16:35:41,72,334,,
'2026-03-19 16:35:41,72,336,,
'2026-03-19 16:35:42,72,330,,
'2026-03-19 16:35:42,72,333,,
'2026-03-19 16:35:42,72,325,,
'2026-03-19 16:35:42,72,324,,
'2026-03-19 16:35:42,72,321,,
'2026-03-19 16:35:43,72,328,,
'2026-03-19 16:35:43,72,328,,
'2026-03-19 16:35:43,72,329,,
'2026-03-19 16:35:43,72,333,,
'2026-03-19 16:35:44,72,338,,
'2026-03-19 16:35:44,72,333,,
'2026-03-19 16:35:44,72,333,,
'2026-03-19 16:35:44,71,336,,
'2026-03-19 16:35:44,71,341,,
'2026-03-19 16:35:45,71,338,,
'2026-03-19 16:35:45,71,337,,
'2026-03-19 16:35:45,71,338,,
'2026-03-19 16:35:45,70,347,,
'2026-03-19 16:35:45,70,341,,
'2026-03-19 16:35:46,70,338,,
'2026-03-19 16:35:46,70,340,,
'2026-03-19 16:35:46,70,346,,
'2026-03-19 16:35:46,70,345,,
'2026-03-19 16:35:46,70,342,,
'2026-03-19 16:35:47,70,340,,
'2026-03-19 16:35:47,69,342,,
'2026-03-19 16:35:47,69,350,,
'2026-03-19 16:35:47,69,345,,
'2026-03-19 16:35:47,69,344,,
'2026-03-19 16:35:48,69,345,,
'2026-03-19 16:35:48,69,347,,
'2026-03-19 16:35:48,69,349,,
'2026-03-19 16:35:48,69,344,,
'2026-03-19 16:35:48,69,342,,
'2026-03-19 16:35:49,69,339,,
'2026-03-19 16:35:49,68,343,,
'2026-03-19 16:35:49,68,342,,
'2026-03-19 16:35:49,68,339,,
'2026-03-19 16:35:49,68,339,,
'2026-03-19 16:35:50,68,338,,
'2026-03-19 16:35:50,67,342,,
'2026-03-19 16:35:50,67,338,,
'2026-03-19 16:35:50,67,337,,
'2026-03-19 16:35:51,67,336,,
'2026-03-19 16:35:51,67,337,,
'2026-03-19 16:35:51,66,343,,
'2026-03-19 16:35:51,66,337,,
'2026-03-19 16:35:51,66,338,,
'2026-03-19 16:35:52,66,338,,
'2026-03-19 16:35:52,65,342,,
'2026-03-19 16:35:52,65,341,,
'2026-03-19 16:35:52,65,341,,
'2026-03-19 16:35:52,65,339,,
'2026-03-19 16:35:53,65,342,,
'2026-03-19 16:35:53,65,344,,
'2026-03-19 16:35:53,65,341,,
'2026-03-19 16:35:53,65,338,,
'2026-03-19 16:35:53,65,337,,
'2026-03-19 16:35:54,64,344,,
'2026-03-19 16:35:54,64,338,,
'2026-03-19 16:35:54,64,334,,
'2026-03-19 16:35:54,64,335,,
'2026-03-19 16:35:54,63,335,,
'2026-03-19 16:35:55,63,341,,
'2026-03-19 16:35:55,63,334,,
'2026-03-19 16:35:55,63,333,,
'2026-03-19 16:35:55,63,331,,
'2026-03-19 16:35:55,64,335,,
'2026-03-19 16:35:56,64,326,,
'2026-03-19 16:35:56,64,324,,
'2026-03-19 16:35:56,64,324,,
'2026-03-19 16:35:56,64,331,,
'2026-03-19 16:35:56,64,324,,
'2026-03-19 16:35:57,64,322,,
'2026-03-19 16:35:57,64,325,,
'2026-03-19 16:35:57,66,333,,
'2026-03-19 16:35:57,66,332,,
'2026-03-19 16:35:57,66,334,,
'2026-03-19 16:35:58,67,339,,
'2026-03-19 16:35:58,67,342,,
'2026-03-19 16:35:58,67,345,,
'2026-03-19 16:35:58,67,348,,
'2026-03-19 16:35:59,70,356,,
'2026-03-19 16:35:59,70,350,,
'2026-03-19 16:35:59,70,349,,
'2026-03-19 16:35:59,72,350,,
'2026-03-19 16:35:59,72,352,,
'2026-03-19 16:36:00,72,351,,
'2026-03-19 16:36:00,72,351,,
'2026-03-19 16:36:00,73,362,,
'2026-03-19 16:36:00,73,363,,
'2026-03-19 16:36:00,73,359,,
'2026-03-19 16:36:01,74,359,,
'2026-03-19 16:36:01,74,366,,
'2026-03-19 16:36:01,74,357,,
'2026-03-19 16:36:01,74,357,,
'2026-03-19 16:36:01,76,362,,
'2026-03-19 16:36:02,76,360,,
'2026-03-19 16:36:02,76,357,,
'2026-03-19 16:36:02,76,354,,
'2026-03-19 16:36:02,78,360,,
'2026-03-19 16:36:02,78,349,,
'2026-03-19 16:36:03,78,347,,
'2026-03-19 16:36:03,78,347,,
'2026-03-19 16:36:03,79,335,,
'2026-03-19 16:36:03,79,321,,
'2026-03-19 16:36:03,79,321,,
'2026-03-19 16:36:04,79,323,,
'2026-03-19 16:36:04,78,333,,
'2026-03-19 16:36:04,78,324,,
'2026-03-19 16:36:04,78,323,,
'2026-03-19 16:36:04,78,323,,
'2026-03-19 16:36:05,78,333,,
'2026-03-19 16:36:05,78,329,,
'2026-03-19 16:36:05,78,328,,
'2026-03-19 16:36:05,78,327,,
'2026-03-19 16:36:06,76,329,,
'2026-03-19 16:36:06,76,335,,
'2026-03-19 16:36:06,76,329,,
'2026-03-19 16:36:06,76,328,,
'2026-03-19 16:36:06,76,328,,
'2026-03-19 16:36:07,75,336,,
'2026-03-19 16:36:07,75,330,,
'2026-03-19 16:36:07,75,327,,
'2026-03-19 16:36:07,75,328,,
'2026-03-19 16:36:07,73,335,,
'2026-03-19 16:36:08,73,330,,
'2026-03-19 16:36:08,73,327,,
'2026-03-19 16:36:08,73,326,,
'2026-03-19 16:36:08,72,334,,
'2026-03-19 16:36:08,72,329,,
'2026-03-19 16:36:09,72,329,,
'2026-03-19 16:36:09,72,329,,
'2026-03-19 16:36:09,71,334,,
'2026-03-19 16:36:09,71,331,,
'2026-03-19 16:36:09,71,329,,
'2026-03-19 16:36:10,71,327,,
'2026-03-19 16:36:10,71,330,,
'2026-03-19 16:36:10,71,332,,
'2026-03-19 16:36:10,71,328,,
'2026-03-19 16:36:10,71,325,,
'2026-03-19 16:36:11,70,327,,
'2026-03-19 16:36:11,70,334,,
'2026-03-19 16:36:11,70,328,,
'2026-03-19 16:36:11,70,326,,
'2026-03-19 16:36:11,70,326,,
'2026-03-19 16:36:12,69,338,,
'2026-03-19 16:36:12,69,329,,
'2026-03-19 16:36:12,69,327,,
'2026-03-19 16:36:12,69,326,,
'2026-03-19 16:36:12,69,337,,
'2026-03-19 16:36:13,69,330,,
'2026-03-19 16:36:13,69,328,,
'2026-03-19 16:36:13,69,327,,
'2026-03-19 16:36:13,69,335,,
'2026-03-19 16:36:14,69,328,,
'2026-03-19 16:36:14,69,326,,
'2026-03-19 16:36:14,69,326,,
'2026-03-19 16:36:14,71,336,,
'2026-03-19 16:36:14,71,327,,
'2026-03-19 16:36:15,71,326,,
'2026-03-19 16:36:15,72,328,,
'2026-03-19 16:36:15,72,335,,
'2026-03-19 16:36:15,72,330,,
'2026-03-19 16:36:15,72,327,,
'2026-03-19 16:36:16,72,329,,
'2026-03-19 16:36:16,72,337,,
'2026-03-19 16:36:16,72,328,,
'2026-03-19 16:36:16,72,326,,
'2026-03-19 16:36:16,72,325,,
'2026-03-19 16:36:17,71,335,,
'2026-03-19 16:36:17,71,328,,
'2026-03-19 16:36:17,71,325,,
'2026-03-19 16:36:17,71,325,,
'2026-03-19 16:36:17,70,328,,
'2026-03-19 16:36:18,70,331,,
'2026-03-19 16:36:18,70,326,,
'2026-03-19 16:36:18,70,324,,
'2026-03-19 16:36:18,71,327,,
'2026-03-19 16:36:18,71,330,,
'2026-03-19 16:36:19,71,325,,
'2026-03-19 16:36:19,71,324,,
'2026-03-19 16:36:19,71,324,,
'2026-03-19 16:36:19,70,333,,
'2026-03-19 16:36:19,70,326,,
'2026-03-19 16:36:20,70,325,,
'2026-03-19 16:36:20,70,325,,
'2026-03-19 16:36:20,71,334,,
'2026-03-19 16:36:20,71,326,,
'2026-03-19 16:36:21,71,325,,
'2026-03-19 16:36:21,71,324,,
'2026-03-19 16:36:21,71,333,,
'2026-03-19 16:36:21,71,326,,
'2026-03-19 16:36:21,71,324,,
'2026-03-19 16:36:22,71,322,,
'2026-03-19 16:36:22,71,329,,
'2026-03-19 16:36:22,71,328,,
'2026-03-19 16:36:22,71,323,,
'2026-03-19 16:36:22,71,321,,
'2026-03-19 16:36:23,70,325,,
'2026-03-19 16:36:23,70,328,,
'2026-03-19 16:36:23,70,324,,
'2026-03-19 16:36:23,70,322,,
'2026-03-19 16:36:23,69,329,,
'2026-03-19 16:36:24,69,326,,
'2026-03-19 16:36:24,69,323,,
'2026-03-19 16:36:24,69,322,,
'2026-03-19 16:36:24,70,330,,
'2026-03-19 16:36:24,70,325,,
'2026-03-19 16:36:25,70,323,,
'2026-03-19 16:36:25,70,323,,
'2026-03-19 16:36:25,71,330,,
'2026-03-19 16:36:25,71,324,,
'2026-03-19 16:36:25,71,324,,
'2026-03-19 16:36:26,73,332,,
'2026-03-19 16:36:26,73,326,,
'2026-03-19 16:36:26,73,318,,
'2026-03-19 16:36:26,73,313,,
'2026-03-19 16:36:26,73,318,,
'2026-03-19 16:36:27,73,310,,
'2026-03-19 16:36:27,73,302,,
'2026-03-19 16:36:27,73,298,,
'2026-03-19 16:36:27,73,298,,
'2026-03-19 16:36:28,73,307,,
'2026-03-19 16:36:28,73,299,,
'2026-03-19 16:36:28,73,297,,
'2026-03-19 16:36:28,73,296,,
'2026-03-19 16:36:28,72,300,,
'2026-03-19 16:36:29,72,298,,
'2026-03-19 16:36:29,72,296,,
'2026-03-19 16:36:29,72,295,,
'2026-03-19 16:36:29,72,296,,
'2026-03-19 16:36:29,71,301,,
'2026-03-19 16:36:30,71,296,,
'2026-03-19 16:36:30,71,297,,
'2026-03-19 16:36:30,71,297,,
'2026-03-19 16:36:30,70,299,,
'2026-03-19 16:36:30,70,301,,
'2026-03-19 16:36:31,70,301,,
'2026-03-19 16:36:31,70,301,,
'2026-03-19 16:36:31,72,301,,
'2026-03-19 16:36:31,72,301,,
'2026-03-19 16:36:31,76,301,,
'2026-03-19 16:36:32,76,300,,
'2026-03-19 16:36:32,76,301,,
'2026-03-19 16:36:32,76,299,,
'2026-03-19 16:36:32,75,303,,
'2026-03-19 16:36:32,75,302,,
'2026-03-19 16:36:33,77,301,,
'2026-03-19 16:36:33,77,301,,
'2026-03-19 16:36:33,80,302,,
'2026-03-19 16:36:33,80,305,,
'2026-03-19 16:36:33,86,304,,
'2026-03-19 16:36:34,86,302,,
'2026-03-19 16:36:34,86,302,,
'2026-03-19 16:36:34,91,307,,
'2026-03-19 16:36:34,100,303,,
'2026-03-19 16:36:34,100,299,,
'2026-03-19 16:36:35,100,300,,
'2026-03-19 16:36:35,107,308,,
'2026-03-19 16:36:35,107,305,,
'2026-03-19 16:36:35,107,303,,
'2026-03-19 16:36:36,107,302,,
'2026-03-19 16:36:36,108,302,,
'2026-03-19 16:36:36,108,309,,
'2026-03-19 16:36:36,108,305,,
'2026-03-19 16:36:36,108,304,,
'2026-03-19 16:36:37,108,305,,
'2026-03-19 16:36:37,103,312,,
'2026-03-19 16:36:37,103,308,,
'2026-03-19 16:36:37,103,308,,
'2026-03-19 16:36:37,103,306,,
'2026-03-19 16:36:38,95,311,,
'2026-03-19 16:36:38,95,311,,
'2026-03-19 16:36:38,95,309,,
'2026-03-19 16:36:38,95,306,,
'2026-03-19 16:36:38,97,313,,
'2026-03-19 16:36:39,97,308,,
'2026-03-19 16:36:39,97,305,,
'2026-03-19 16:36:39,97,300,,
'2026-03-19 16:36:39,93,305,,
'2026-03-19 16:36:39,93,293,,
'2026-03-19 16:36:40,93,286,,
'2026-03-19 16:36:40,93,283,,
'2026-03-19 16:36:40,87,289,,
'2026-03-19 16:36:40,87,281,,
'2026-03-19 16:36:40,87,279,,
'2026-03-19 16:36:41,87,278,,
'2026-03-19 16:36:41,80,287,,
'2026-03-19 16:36:41,80,283,,
'2026-03-19 16:36:41,80,281,,
'2026-03-19 16:36:41,80,283,,
'2026-03-19 16:36:42,77,292,,
'2026-03-19 16:36:42,77,290,,
'2026-03-19 16:36:42,77,288,,
'2026-03-19 16:36:42,77,287,,
'2026-03-19 16:36:43,72,291,,
'2026-03-19 16:36:43,72,301,,
'2026-03-19 16:36:43,72,292,,
'2026-03-19 16:36:43,72,292,,
'2026-03-19 16:36:43,72,292,,
'2026-03-19 16:36:44,70,304,,
'2026-03-19 16:36:44,70,296,,
'2026-03-19 16:36:44,70,294,,
'2026-03-19 16:36:44,70,294,,
'2026-03-19 16:36:44,70,304,,
'2026-03-19 16:36:45,70,301,,
'2026-03-19 16:36:45,70,297,,
'2026-03-19 16:36:45,70,296,,
'2026-03-19 16:36:45,71,304,,
'2026-03-19 16:36:45,71,303,,
'2026-03-19 16:36:46,71,299,,
'2026-03-19 16:36:46,71,299,,
'2026-03-19 16:36:46,70,300,,
'2026-03-19 16:36:46,70,313,,
'2026-03-19 16:36:46,70,303,,
'2026-03-19 16:36:47,70,301,,
'2026-03-19 16:36:47,70,304,,
'2026-03-19 16:36:47,69,311,,
'2026-03-19 16:36:47,69,307,,
'2026-03-19 16:36:47,69,306,,
'2026-03-19 16:36:48,69,306,,
'2026-03-19 16:36:48,69,313,,
'2026-03-19 16:36:48,69,309,,
'2026-03-19 16:36:48,69,307,,
'2026-03-19 16:36:48,69,306,,
'2026-03-19 16:36:49,69,311,,
'2026-03-19 16:36:49,69,310,,
'2026-03-19 16:36:49,69,306,,
'2026-03-19 16:36:49,69,304,,
'2026-03-19 16:36:49,69,307,,
'2026-03-19 16:36:50,69,308,,
'2026-03-19 16:36:50,69,303,,
'2026-03-19 16:36:50,69,301,,
'2026-03-19 16:36:50,69,307,,
'2026-03-19 16:36:51,69,306,,
'2026-03-19 16:36:51,69,304,,
'2026-03-19 16:36:51,69,304,,
'2026-03-19 16:36:51,70,312,,
'2026-03-19 16:36:51,70,308,,
'2026-03-19 16:36:52,70,305,,
'2026-03-19 16:36:52,70,305,,
'2026-03-19 16:36:52,70,310,,
'2026-03-19 16:36:52,70,308,,
'2026-03-19 16:36:52,70,304,,
'2026-03-19 16:36:53,70,303,,
'2026-03-19 16:36:53,70,307,,
'2026-03-19 16:36:53,70,310,,
'2026-03-19 16:36:53,70,306,,
'2026-03-19 16:36:53,70,304,,
'2026-03-19 16:36:54,71,309,,
'2026-03-19 16:36:54,71,307,,
'2026-03-19 16:36:54,71,306,,
'2026-03-19 16:36:54,71,305,,
'2026-03-19 16:36:54,72,313,,
'2026-03-19 16:36:55,72,307,,
'2026-03-19 16:36:55,72,304,,
'2026-03-19 16:36:55,72,305,,
'2026-03-19 16:36:55,73,312,,
'2026-03-19 16:36:55,73,309,,
'2026-03-19 16:36:56,73,305,,
'2026-03-19 16:36:56,73,305,,
'2026-03-19 16:36:56,72,306,,
'2026-03-19 16:36:56,72,313,,
'2026-03-19 16:36:56,72,305,,
'2026-03-19 16:36:57,72,305,,
'2026-03-19 16:36:57,72,306,,
'2026-03-19 16:36:57,72,314,,
'2026-03-19 16:36:57,72,307,,
'2026-03-19 16:36:58,72,307,,
'2026-03-19 16:36:58,72,307,,
'2026-03-19 16:36:58,72,311,,
'2026-03-19 16:36:58,72,307,,
'2026-03-19 16:36:58,72,305,,
'2026-03-19 16:36:59,72,308,,
'2026-03-19 16:36:59,72,309,,
'2026-03-19 16:36:59,72,305,,
'2026-03-19 16:36:59,72,304,,
'2026-03-19 16:36:59,72,306,,
