Timestamp,HR,GSR
'2026-03-31 15:29:37,72,298
'2026-03-31 15:29:38,72,296
'2026-03-31 15:29:38,72,296
'2026-03-31 15:29:38,72,297
'2026-03-31 15:29:38,72,299
'2026-03-31 15:29:39,72,297
'2026-03-31 15:29:39,72,296
'2026-03-31 15:29:39,73,298
'2026-03-31 15:29:39,73,297
'2026-03-31 15:29:39,73,296
'2026-03-31 15:29:40,74,296
'2026-03-31 15:29:40,74,298
'2026-03-31 15:29:40,74,297
'2026-03-31 15:29:40,74,294
'2026-03-31 15:29:40,75,295
'2026-03-31 15:29:41,75,293
'2026-03-31 15:29:41,75,291
'2026-03-31 15:29:41,75,288
'2026-03-31 15:29:41,76,288
'2026-03-31 15:29:41,76,287
'2026-03-31 15:29:42,76,284
'2026-03-31 15:29:42,76,283
'2026-03-31 15:29:42,76,284
'2026-03-31 15:29:42,76,283
'2026-03-31 15:29:42,76,280
'2026-03-31 15:29:43,76,278
'2026-03-31 15:29:43,76,277
'2026-03-31 15:29:43,76,276
'2026-03-31 15:29:43,76,273
'2026-03-31 15:29:43,78,272
'2026-03-31 15:29:44,78,271
'2026-03-31 15:29:44,78,269
'2026-03-31 15:29:44,79,269
'2026-03-31 15:29:44,79,268
'2026-03-31 15:29:44,79,269
'2026-03-31 15:29:45,79,268
'2026-03-31 15:29:45,81,268
'2026-03-31 15:29:45,81,269
'2026-03-31 15:29:45,81,269
'2026-03-31 15:29:45,81,268
'2026-03-31 15:29:46,81,265
'2026-03-31 15:29:46,81,263
'2026-03-31 15:29:46,82,260
'2026-03-31 15:29:46,82,259
'2026-03-31 15:29:47,82,255
'2026-03-31 15:29:47,82,259
'2026-03-31 15:29:47,82,264
'2026-03-31 15:29:47,82,264
'2026-03-31 15:29:47,82,264
'2026-03-31 15:29:48,83,263
'2026-03-31 15:29:48,83,262
'2026-03-31 15:29:48,83,259
'2026-03-31 15:29:48,83,260
'2026-03-31 15:29:48,83,263
'2026-03-31 15:29:49,83,262
'2026-03-31 15:29:49,83,261
'2026-03-31 15:29:49,83,263
'2026-03-31 15:29:49,83,267
'2026-03-31 15:29:49,83,266
'2026-03-31 15:29:50,83,264
'2026-03-31 15:29:50,83,267
'2026-03-31 15:29:50,83,268
'2026-03-31 15:29:50,83,266
'2026-03-31 15:29:50,83,266
'2026-03-31 15:29:51,83,268
'2026-03-31 15:29:51,83,267
'2026-03-31 15:29:51,83,267
'2026-03-31 15:29:51,83,267
'2026-03-31 15:29:51,82,269
'2026-03-31 15:29:52,82,268
'2026-03-31 15:29:52,82,266
'2026-03-31 15:29:52,82,266
'2026-03-31 15:29:52,82,267
'2026-03-31 15:29:52,82,266
'2026-03-31 15:29:53,82,265
'2026-03-31 15:29:53,82,265
'2026-03-31 15:29:53,82,265
'2026-03-31 15:29:53,82,263
'2026-03-31 15:29:54,82,262
'2026-03-31 15:29:54,82,261
'2026-03-31 15:29:54,82,260
'2026-03-31 15:29:54,82,259
'2026-03-31 15:29:54,82,257
'2026-03-31 15:29:55,82,258
'2026-03-31 15:29:55,83,259
'2026-03-31 15:29:55,83,259
'2026-03-31 15:29:55,83,257
'2026-03-31 15:29:55,83,257
'2026-03-31 15:29:56,84,259
'2026-03-31 15:29:56,84,256
'2026-03-31 15:29:56,84,254
'2026-03-31 15:29:56,84,256
'2026-03-31 15:29:56,84,255
'2026-03-31 15:29:57,84,253
'2026-03-31 15:29:57,84,253
'2026-03-31 15:29:57,84,255
'2026-03-31 15:29:57,84,253
'2026-03-31 15:29:57,84,251
'2026-03-31 15:29:58,84,252
'2026-03-31 15:29:58,84,254
'2026-03-31 15:29:58,84,251
'2026-03-31 15:29:58,84,249
'2026-03-31 15:29:58,85,251
'2026-03-31 15:29:59,85,250
'2026-03-31 15:29:59,85,248
'2026-03-31 15:29:59,85,248
'2026-03-31 15:29:59,85,248
'2026-03-31 15:29:59,85,245
'2026-03-31 15:30:00,85,240
'2026-03-31 15:30:00,85,238
'2026-03-31 15:30:00,85,236
'2026-03-31 15:30:00,85,233
'2026-03-31 15:30:00,84,230
'2026-03-31 15:30:01,84,229
'2026-03-31 15:30:01,84,230
'2026-03-31 15:30:01,84,228
'2026-03-31 15:30:01,83,228
'2026-03-31 15:30:02,83,227
'2026-03-31 15:30:02,83,227
'2026-03-31 15:30:02,83,224
'2026-03-31 15:30:02,81,226
'2026-03-31 15:30:02,81,226
'2026-03-31 15:30:03,81,229
'2026-03-31 15:30:03,81,228
'2026-03-31 15:30:03,81,229
'2026-03-31 15:30:03,81,230
'2026-03-31 15:30:03,81,230
'2026-03-31 15:30:04,81,229
'2026-03-31 15:30:04,81,229
'2026-03-31 15:30:04,81,229
'2026-03-31 15:30:04,81,229
'2026-03-31 15:30:04,81,231
'2026-03-31 15:30:05,81,230
'2026-03-31 15:30:05,81,231
'2026-03-31 15:30:05,81,231
'2026-03-31 15:30:05,81,231
'2026-03-31 15:30:05,81,231
'2026-03-31 15:30:06,81,231
'2026-03-31 15:30:06,81,232
'2026-03-31 15:30:06,81,230
'2026-03-31 15:30:06,81,231
'2026-03-31 15:30:06,80,232
'2026-03-31 15:30:07,80,232
'2026-03-31 15:30:07,80,230
'2026-03-31 15:30:07,80,230
'2026-03-31 15:30:07,80,233
'2026-03-31 15:30:07,80,230
'2026-03-31 15:30:08,80,230
'2026-03-31 15:30:08,81,230
'2026-03-31 15:30:08,81,232
'2026-03-31 15:30:08,81,229
'2026-03-31 15:30:09,81,230
'2026-03-31 15:30:09,81,231
'2026-03-31 15:30:09,81,230
'2026-03-31 15:30:09,81,229
'2026-03-31 15:30:09,81,230
'2026-03-31 15:30:10,81,232
'2026-03-31 15:30:10,81,230
'2026-03-31 15:30:10,81,229
'2026-03-31 15:30:10,81,230
'2026-03-31 15:30:10,81,231
'2026-03-31 15:30:11,81,230
'2026-03-31 15:30:11,81,229
'2026-03-31 15:30:11,81,231
'2026-03-31 15:30:11,81,230
'2026-03-31 15:30:11,81,229
'2026-03-31 15:30:12,81,229
'2026-03-31 15:30:12,81,230
'2026-03-31 15:30:12,81,230
'2026-03-31 15:30:12,81,227
'2026-03-31 15:30:12,81,227
'2026-03-31 15:30:13,81,228
'2026-03-31 15:30:13,81,228
'2026-03-31 15:30:13,81,226
'2026-03-31 15:30:13,81,228
'2026-03-31 15:30:13,81,228
'2026-03-31 15:30:14,81,226
'2026-03-31 15:30:14,82,227
'2026-03-31 15:30:14,82,227
'2026-03-31 15:30:14,82,227
'2026-03-31 15:30:14,82,226
'2026-03-31 15:30:15,83,226
'2026-03-31 15:30:15,83,225
'2026-03-31 15:30:15,83,225
'2026-03-31 15:30:15,85,224
'2026-03-31 15:30:16,84,223
'2026-03-31 15:30:16,84,222
'2026-03-31 15:30:16,84,221
'2026-03-31 15:30:16,84,220
'2026-03-31 15:30:16,83,219
'2026-03-31 15:30:17,85,221
'2026-03-31 15:30:17,85,220
'2026-03-31 15:30:17,83,219
'2026-03-31 15:30:17,84,219
'2026-03-31 15:30:17,83,220
'2026-03-31 15:30:18,84,220
'2026-03-31 15:30:18,84,220
'2026-03-31 15:30:18,83,219
'2026-03-31 15:30:18,84,221
'2026-03-31 15:30:18,85,221
'2026-03-31 15:30:19,86,220
'2026-03-31 15:30:19,89,222
'2026-03-31 15:30:19,92,222
'2026-03-31 15:30:19,92,222
'2026-03-31 15:30:19,92,222
'2026-03-31 15:30:20,92,223
'2026-03-31 15:30:20,92,223
'2026-03-31 15:30:20,93,223
'2026-03-31 15:30:20,95,223
'2026-03-31 15:30:20,95,224
'2026-03-31 15:30:21,96,225
'2026-03-31 15:30:21,94,224
'2026-03-31 15:30:21,96,224
'2026-03-31 15:30:21,96,225
'2026-03-31 15:30:21,94,225
'2026-03-31 15:30:22,95,223
'2026-03-31 15:30:22,94,224
'2026-03-31 15:30:22,93,225
'2026-03-31 15:30:22,94,225
'2026-03-31 15:30:22,95,225
'2026-03-31 15:30:23,95,225
'2026-03-31 15:30:23,94,226
'2026-03-31 15:30:23,95,224
'2026-03-31 15:30:23,95,225
'2026-03-31 15:30:24,95,226
'2026-03-31 15:30:24,95,226
'2026-03-31 15:30:24,96,224
'2026-03-31 15:30:24,93,225
'2026-03-31 15:30:24,94,226
'2026-03-31 15:30:25,94,226
'2026-03-31 15:30:25,92,225
'2026-03-31 15:30:25,93,226
'2026-03-31 15:30:25,92,227
'2026-03-31 15:30:25,91,226
'2026-03-31 15:30:26,93,226
'2026-03-31 15:30:26,93,227
'2026-03-31 15:30:26,92,227
'2026-03-31 15:30:26,90,226
'2026-03-31 15:30:26,89,226
'2026-03-31 15:30:27,91,228
'2026-03-31 15:30:27,90,227
'2026-03-31 15:30:27,88,225
'2026-03-31 15:30:27,89,226
'2026-03-31 15:30:27,89,227
'2026-03-31 15:30:28,89,226
'2026-03-31 15:30:28,89,225
'2026-03-31 15:30:28,89,225
'2026-03-31 15:30:28,82,228
'2026-03-31 15:30:28,82,225
'2026-03-31 15:30:29,82,226
'2026-03-31 15:30:29,79,227
'2026-03-31 15:30:29,79,228
'2026-03-31 15:30:29,79,227
'2026-03-31 15:30:29,79,226
'2026-03-31 15:30:30,80,227
'2026-03-31 15:30:30,80,228
'2026-03-31 15:30:30,80,226
'2026-03-31 15:30:30,80,226
'2026-03-31 15:30:31,79,228
'2026-03-31 15:30:31,79,228
'2026-03-31 15:30:31,79,226
'2026-03-31 15:30:31,79,227
'2026-03-31 15:30:31,79,228
'2026-03-31 15:30:32,79,227
'2026-03-31 15:30:32,79,225
'2026-03-31 15:30:32,79,225
'2026-03-31 15:30:32,78,226
'2026-03-31 15:30:32,78,223
'2026-03-31 15:30:33,78,221
'2026-03-31 15:30:33,77,221
'2026-03-31 15:30:33,77,222
'2026-03-31 15:30:33,77,220
'2026-03-31 15:30:33,77,219
'2026-03-31 15:30:34,77,220
'2026-03-31 15:30:34,77,221
'2026-03-31 15:30:34,77,220
'2026-03-31 15:30:34,77,220
'2026-03-31 15:30:34,76,222
'2026-03-31 15:30:35,76,222
'2026-03-31 15:30:35,76,221
'2026-03-31 15:30:35,76,222
'2026-03-31 15:30:35,76,223
'2026-03-31 15:30:35,76,223
'2026-03-31 15:30:36,76,222
'2026-03-31 15:30:36,76,223
'2026-03-31 15:30:36,75,224
'2026-03-31 15:30:36,75,224
'2026-03-31 15:30:36,75,224
'2026-03-31 15:30:37,75,225
'2026-03-31 15:30:37,75,227
'2026-03-31 15:30:37,75,225
'2026-03-31 15:30:37,75,226
'2026-03-31 15:30:37,76,226
'2026-03-31 15:30:38,76,227
'2026-03-31 15:30:38,76,226
'2026-03-31 15:30:38,76,225
'2026-03-31 15:30:38,76,227
'2026-03-31 15:30:39,76,228
'2026-03-31 15:30:39,76,226
'2026-03-31 15:30:39,76,227
'2026-03-31 15:30:39,76,228
'2026-03-31 15:30:39,76,227
'2026-03-31 15:30:40,76,225
'2026-03-31 15:30:40,76,227
'2026-03-31 15:30:40,76,229
'2026-03-31 15:30:40,76,227
'2026-03-31 15:30:40,76,227
'2026-03-31 15:30:41,76,228
'2026-03-31 15:30:41,76,229
'2026-03-31 15:30:41,76,226
'2026-03-31 15:30:41,76,226
'2026-03-31 15:30:41,76,228
'2026-03-31 15:30:42,75,229
'2026-03-31 15:30:42,75,227
'2026-03-31 15:30:42,75,228
'2026-03-31 15:30:42,75,229
'2026-03-31 15:30:42,76,229
'2026-03-31 15:30:43,76,228
'2026-03-31 15:30:43,76,229
'2026-03-31 15:30:43,77,230
'2026-03-31 15:30:43,77,229
'2026-03-31 15:30:43,77,229
'2026-03-31 15:30:44,77,229
'2026-03-31 15:30:44,78,232
'2026-03-31 15:30:44,78,230
'2026-03-31 15:30:44,78,229
'2026-03-31 15:30:44,78,231
'2026-03-31 15:30:45,78,232
'2026-03-31 15:30:45,78,230
'2026-03-31 15:30:45,78,230
'2026-03-31 15:30:45,77,232
'2026-03-31 15:30:46,77,232
'2026-03-31 15:30:46,77,230
'2026-03-31 15:30:46,77,231
'2026-03-31 15:30:46,77,233
'2026-03-31 15:30:46,77,232
'2026-03-31 15:30:47,77,231
'2026-03-31 15:30:47,77,232
'2026-03-31 15:30:47,77,234
'2026-03-31 15:30:47,77,232
'2026-03-31 15:30:47,77,232
'2026-03-31 15:30:48,77,233
'2026-03-31 15:30:48,77,234
'2026-03-31 15:30:48,77,232
'2026-03-31 15:30:48,77,233
'2026-03-31 15:30:48,77,234
'2026-03-31 15:30:49,77,235
'2026-03-31 15:30:49,77,233
'2026-03-31 15:30:49,77,234
'2026-03-31 15:30:49,77,235
'2026-03-31 15:30:49,76,235
'2026-03-31 15:30:50,76,233
'2026-03-31 15:30:50,76,234
'2026-03-31 15:30:50,76,235
'2026-03-31 15:30:50,75,235
'2026-03-31 15:30:50,75,235
'2026-03-31 15:30:51,75,235
'2026-03-31 15:30:51,75,236
'2026-03-31 15:30:51,75,235
'2026-03-31 15:30:51,73,236
'2026-03-31 15:30:51,73,236
'2026-03-31 15:30:52,73,237
'2026-03-31 15:30:52,73,236
'2026-03-31 15:30:52,72,238
'2026-03-31 15:30:52,72,238
'2026-03-31 15:30:52,72,238
'2026-03-31 15:30:53,72,236
'2026-03-31 15:30:53,72,238
'2026-03-31 15:30:53,72,239
'2026-03-31 15:30:53,72,237
'2026-03-31 15:30:54,72,237
'2026-03-31 15:30:54,71,239
'2026-03-31 15:30:54,71,239
'2026-03-31 15:30:54,71,238
'2026-03-31 15:30:54,71,238
'2026-03-31 15:30:55,71,240
'2026-03-31 15:30:55,71,240
'2026-03-31 15:30:55,71,239
'2026-03-31 15:30:55,71,240
'2026-03-31 15:30:55,71,241
'2026-03-31 15:30:56,71,241
'2026-03-31 15:30:56,71,240
'2026-03-31 15:30:56,71,240
'2026-03-31 15:30:56,70,242
'2026-03-31 15:30:56,70,242
'2026-03-31 15:30:57,70,240
'2026-03-31 15:30:57,71,242
'2026-03-31 15:30:57,71,243
'2026-03-31 15:30:57,71,242
'2026-03-31 15:30:57,71,241
'2026-03-31 15:30:58,72,243
'2026-03-31 15:30:58,72,244
'2026-03-31 15:30:58,72,242
'2026-03-31 15:30:58,72,243
'2026-03-31 15:30:58,73,245
'2026-03-31 15:30:59,73,244
'2026-03-31 15:30:59,73,243
'2026-03-31 15:30:59,73,243
'2026-03-31 15:30:59,74,245
'2026-03-31 15:30:59,74,244
'2026-03-31 15:31:00,74,243
'2026-03-31 15:31:00,74,245
'2026-03-31 15:31:00,74,247
'2026-03-31 15:31:00,74,245
'2026-03-31 15:31:01,74,244
'2026-03-31 15:31:01,74,245
'2026-03-31 15:31:01,75,248
'2026-03-31 15:31:01,75,246
'2026-03-31 15:31:01,75,246
'2026-03-31 15:31:02,76,248
'2026-03-31 15:31:02,76,248
'2026-03-31 15:31:02,76,247
'2026-03-31 15:31:02,76,247
'2026-03-31 15:31:02,76,249
'2026-03-31 15:31:03,76,250
'2026-03-31 15:31:03,76,248
'2026-03-31 15:31:03,76,249
'2026-03-31 15:31:03,76,250
'2026-03-31 15:31:03,76,249
'2026-03-31 15:31:04,76,249
'2026-03-31 15:31:04,76,249
'2026-03-31 15:31:04,75,251
'2026-03-31 15:31:04,75,251
'2026-03-31 15:31:04,75,249
'2026-03-31 15:31:05,75,250
'2026-03-31 15:31:05,75,251
'2026-03-31 15:31:05,74,252
'2026-03-31 15:31:05,74,251
'2026-03-31 15:31:05,74,252
'2026-03-31 15:31:06,74,254
'2026-03-31 15:31:06,74,253
'2026-03-31 15:31:06,74,252
'2026-03-31 15:31:06,74,254
'2026-03-31 15:31:06,74,255
'2026-03-31 15:31:07,74,253
'2026-03-31 15:31:07,74,254
'2026-03-31 15:31:07,74,254
'2026-03-31 15:31:07,74,255
'2026-03-31 15:31:08,74,253
'2026-03-31 15:31:08,74,254
'2026-03-31 15:31:08,74,255
'2026-03-31 15:31:08,74,255
'2026-03-31 15:31:08,74,254
'2026-03-31 15:31:09,74,255
'2026-03-31 15:31:09,74,256
'2026-03-31 15:31:09,74,256
'2026-03-31 15:31:09,74,255
'2026-03-31 15:31:09,74,256
'2026-03-31 15:31:10,74,257
'2026-03-31 15:31:10,73,257
'2026-03-31 15:31:10,73,257
'2026-03-31 15:31:10,73,258
'2026-03-31 15:31:10,73,258
'2026-03-31 15:31:11,73,259
'2026-03-31 15:31:11,73,258
'2026-03-31 15:31:11,73,259
'2026-03-31 15:31:11,73,259
'2026-03-31 15:31:11,73,259
'2026-03-31 15:31:12,73,258
'2026-03-31 15:31:12,73,258
'2026-03-31 15:31:12,73,256
'2026-03-31 15:31:12,74,256
'2026-03-31 15:31:12,74,254
'2026-03-31 15:31:13,74,254
'2026-03-31 15:31:13,75,254
'2026-03-31 15:31:13,75,253
'2026-03-31 15:31:13,75,253
'2026-03-31 15:31:13,75,253
'2026-03-31 15:31:14,76,253
'2026-03-31 15:31:14,76,252
'2026-03-31 15:31:14,76,252
'2026-03-31 15:31:14,76,253
'2026-03-31 15:31:14,76,253
'2026-03-31 15:31:15,76,251
'2026-03-31 15:31:15,76,250
'2026-03-31 15:31:15,76,248
'2026-03-31 15:31:15,76,246
'2026-03-31 15:31:16,76,244
'2026-03-31 15:31:16,76,243
'2026-03-31 15:31:16,76,242
'2026-03-31 15:31:16,76,240
'2026-03-31 15:31:16,76,239
'2026-03-31 15:31:17,76,240
'2026-03-31 15:31:17,77,239
'2026-03-31 15:31:17,77,238
'2026-03-31 15:31:17,77,238
'2026-03-31 15:31:17,78,240
'2026-03-31 15:31:18,78,237
'2026-03-31 15:31:18,78,236
'2026-03-31 15:31:18,79,238
'2026-03-31 15:31:18,79,239
'2026-03-31 15:31:18,79,237
'2026-03-31 15:31:19,79,237
'2026-03-31 15:31:19,80,240
'2026-03-31 15:31:19,80,240
'2026-03-31 15:31:19,80,238
'2026-03-31 15:31:19,80,239
'2026-03-31 15:31:20,80,241
'2026-03-31 15:31:20,80,240
'2026-03-31 15:31:20,80,239
'2026-03-31 15:31:20,80,240
'2026-03-31 15:31:20,79,242
'2026-03-31 15:31:21,79,240
'2026-03-31 15:31:21,79,240
'2026-03-31 15:31:21,79,241
'2026-03-31 15:31:21,79,243
'2026-03-31 15:31:21,79,240
'2026-03-31 15:31:22,79,240
'2026-03-31 15:31:22,79,240
'2026-03-31 15:31:22,79,238
'2026-03-31 15:31:22,79,233
'2026-03-31 15:31:23,79,231
'2026-03-31 15:31:23,80,231
'2026-03-31 15:31:23,80,228
'2026-03-31 15:31:23,80,224
'2026-03-31 15:31:23,80,223
'2026-03-31 15:31:24,80,223
'2026-03-31 15:31:24,80,220
'2026-03-31 15:31:24,80,216
'2026-03-31 15:31:24,79,217
'2026-03-31 15:31:24,79,217
'2026-03-31 15:31:25,79,215
'2026-03-31 15:31:25,79,214
'2026-03-31 15:31:25,79,216
'2026-03-31 15:31:25,79,216
'2026-03-31 15:31:25,79,214
'2026-03-31 15:31:26,79,214
'2026-03-31 15:31:26,78,217
'2026-03-31 15:31:26,78,217
'2026-03-31 15:31:26,78,215
'2026-03-31 15:31:26,78,217
'2026-03-31 15:31:27,78,220
'2026-03-31 15:31:27,78,220
'2026-03-31 15:31:27,78,219
'2026-03-31 15:31:27,78,220
'2026-03-31 15:31:27,78,223
'2026-03-31 15:31:28,78,222
'2026-03-31 15:31:28,78,221
'2026-03-31 15:31:28,78,223
'2026-03-31 15:31:28,78,223
'2026-03-31 15:31:28,78,223
'2026-03-31 15:31:29,79,223
'2026-03-31 15:31:29,79,224
'2026-03-31 15:31:29,79,223
'2026-03-31 15:31:29,79,221
'2026-03-31 15:31:29,79,219
'2026-03-31 15:31:30,79,218
'2026-03-31 15:31:30,79,216
'2026-03-31 15:31:30,79,212
'2026-03-31 15:31:30,78,212
'2026-03-31 15:31:31,78,211
'2026-03-31 15:31:31,78,210
'2026-03-31 15:31:31,78,208
'2026-03-31 15:31:31,78,208
'2026-03-31 15:31:31,78,208
'2026-03-31 15:31:32,78,206
'2026-03-31 15:31:32,78,204
'2026-03-31 15:31:32,77,206
'2026-03-31 15:31:32,77,205
'2026-03-31 15:31:32,77,205
'2026-03-31 15:31:33,77,205
'2026-03-31 15:31:33,77,207
'2026-03-31 15:31:33,77,208
'2026-03-31 15:31:33,77,207
'2026-03-31 15:31:33,78,209
'2026-03-31 15:31:34,78,210
'2026-03-31 15:31:34,78,210
'2026-03-31 15:31:34,78,210
'2026-03-31 15:31:34,78,212
'2026-03-31 15:31:34,78,213
'2026-03-31 15:31:35,78,213
'2026-03-31 15:31:35,78,213
'2026-03-31 15:31:35,78,215
'2026-03-31 15:31:35,78,216
'2026-03-31 15:31:35,78,215
'2026-03-31 15:31:36,78,215
'2026-03-31 15:31:36,78,217
'2026-03-31 15:31:36,78,218
'2026-03-31 15:31:36,78,218
'2026-03-31 15:31:36,77,218
'2026-03-31 15:31:37,77,218
'2026-03-31 15:31:37,77,219
'2026-03-31 15:31:37,77,217
'2026-03-31 15:31:37,77,219
'2026-03-31 15:31:38,77,219
'2026-03-31 15:31:38,77,218
'2026-03-31 15:31:38,77,215
'2026-03-31 15:31:38,77,216
'2026-03-31 15:31:38,77,213
'2026-03-31 15:31:39,77,211
'2026-03-31 15:31:39,78,209
'2026-03-31 15:31:39,78,208
'2026-03-31 15:31:39,78,207
'2026-03-31 15:31:39,78,206
'2026-03-31 15:31:40,78,204
'2026-03-31 15:31:40,78,205
'2026-03-31 15:31:40,78,205
'2026-03-31 15:31:40,78,204
'2026-03-31 15:31:40,77,204
'2026-03-31 15:31:41,77,204
'2026-03-31 15:31:41,77,206
'2026-03-31 15:31:41,77,206
'2026-03-31 15:31:41,77,207
'2026-03-31 15:31:41,77,208
